artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Armored Saint,march of the saint (live),1GHym0SND5lhWnjWljG5fq,0.0020800000000000003,0.35100000000000003,0.965,0.349,0.00885,6.0,1.0,0.54,0.0506,4.0,134.194,-9.225,youth banger fight raise golden hammer bring thor ooh bring victory foe rival energy vital mistake brawl brave storm break rage time release martyr mind march saint march saint march saint march saint clench fist battle shout truth metal claim day hear crowd mighty roar verify assurance win vital mistake brawl brave storm break rage time release martyr mind march saint march saint march saint march saint march saint march saint march saint march saint vital mistake brawl brave storm break rage time release martyr mind march saint march saint march saint march saint march saint march saint march saint march saint march saint
Alyssa Reid,radio silence,00JmqSdcBrJdIHrZU0Xqk0,0.0684,0.483,0.7659999999999999,0.21600000000000005,0.0,4.0,0.0,0.26,0.0587,4.0,148.175,-4.877,afraid dark radio silence radio silence speak freeze radio silence hear breathe wall close lose light scream loud lose fight head spin save tonight broken promise dreaming lie pain hide shadow feel gon time breathe speak speak afraid dark radio silence radio silence speak freeze radio silence hear breathe crawl edge hear leave cold win blur stay minute hope time breathe speak speak afraid dark radio silence radio silence speak freeze radio silence hear breathe hold hand monster bed asleep dead afraid dark radio silence radio silence speak freeze radio silence hear breathe radio silence radio silence speak freeze radio silence hear breathe
David Phelps,miles and miles away,7sRY8FAcfQ0crWZRVRQjVd,0.0974,0.583,0.6990000000000001,0.575,0.0,11.0,1.0,0.12,0.0346,4.0,149.953,-8.347000000000001,desert perfect hide build wall hurt loneliness bridge burn heaven mile mile love stretch hand reach lonely ocean tear walk wave save love heart stay mile mile grace cover distance lost weary soul offer forgiveness sorrow jesus lord heaven mile mile love stretch hand reach lonely ocean tear walk wave save love heart stay mile mile day night day life separate love span age mile mile love stretch hand reach lonely ocean tear walk wave save love heart stay mile mile love stretch hand reach lonely ocean tear walk wave save love heart stay mile mile mile mile mile mile
Callenish Circle,suffer my disbelief,5Q0U9sRECExIsEgOL6q8ot,0.000167,0.2,0.99,0.205,0.375,6.0,1.0,0.366,0.279,4.0,160.506,-4.0360000000000005,hear reproachful word rage blacken feeling disbelief handle discontent time handle truth forevermore reality crystal bother pathetic dream stigmatise fate suffer disbelief endless
Chico Hamilton,september song,3RCzmXYnnqQWaUMPg2Itp1,0.887,0.282,0.0375,0.162,0.172,0.0,0.0,0.102,0.037000000000000005,4.0,135.797,-22.407,december day grow short reach september autumn weather leave flame time waiting game day dwindle precious september november precious day spend precious day spend
After Forever,the evil that men do - remastered,5avz0JsxxOXVvCplLcCeOt,0.000741,0.441,0.932,0.358,0.00471,4.0,0.0,0.0866,0.0547,4.0,151.888,-5.479,love razor walk silver blade sleep dust daughter eye red slaughter innocence pray loud bleed live razor edge balance ledge live razor edge repeat evil life
Christian Anders,am strand von las chapas,4aZxTYSTheS2hMc1w7MqOq,0.722,0.758,0.851,0.984,0.0,9.0,1.0,0.0864,0.0377,4.0,142.674,-6.5420000000000025,spanien strand chapa blieb stehn dachte blondes mädchen schön braun gebrannt lag heien sand erst traute gar liegt daran schüchtern glefiel andre drum sagte platz frei zwei urlaub einsam glück wink schau vorbei mal fährt chapas erlebt irgendwas beide gingen diskothek nacht glück untergeht musik spielte laut luft schwül stürzten gewühl spürte unserm ersten tanz geriet stolze herz brand diesis feuer wünsch brennt immerzu sag herz frei zwei urlaub einsam sag herz frei zwei urlaub einsam glück wink schau vorbei hast wunsch zärtlichkeit halte bereit
Dinosaur Jr.,back to your heart,0MoqoMUnDxdtROFZIzGCVb,0.0034100000000000003,0.3670000000000001,0.8590000000000001,0.315,0.75,9.0,0.0,0.153,0.0514,3.0,115.944,-4.779,breathe air cut tooth incomprehensible ashe stain window sill hong kong dream incomprehensible family mind valley time time bittersweet happy leave leave heart heart heart share wait breathe air tend time future unwind shine sun summer leave heart heart heart
The Afghan Whigs,let me lie to you,0uOtewZ8EkWH7NVcxMvyyu,0.00143,0.462,0.57,0.257,0.459,4.0,0.0,0.094,0.0293,3.0,121.811,-11.163,play eye swollen feel sick discover lover leg love lie deceive question quietly care win hurt deny desert wake listen thee control
Atheist,second to sun,2VpFbUamka0xIlPM3ZnnCS,7.77e-05,0.234,0.987,0.18,0.125,9.0,0.0,0.175,0.253,4.0,78.514,-3.922,sun sun jupiter atom report sun jupiter atom report sun grand performance enormous epicurean sense reason finish sentence god fear glass ceiling belief split cross floor split cross cross god sun god worship sun win sun wan live red spot wind mile hour red red hot storm
Acceptance,december,5yMvt3SYvR1qeMrTgz88xY,0.000168,0.5479999999999999,0.562,0.65,0.00116,7.0,1.0,0.116,0.0381,3.0,115.576,-6.875,december fall dad upstairs close eye tear fall drop bed anger hit hear mom confuse dad crazy time december fall forget christ dad meaning heart
BrizzyBren,don,4BesCLtbS1hzDsYUSb2Egh,0.369,0.8859999999999999,0.8240000000000001,0.799,0.0,11.0,1.0,0.107,0.0973,4.0,125.035,-5.183,meet true late wait hour love feel bullshit callin game faithful fuck play fool holdin hand lookin cool day night hold head alright faithful talk fuck play fool holdin hand lookin cool day night hold head alright faithful
Amanda Wilkinson,no more me and you,3wPYrylpjSkvnWfEcWPhh7,0.146,0.611,0.797,0.645,0.0,6.0,1.0,0.133,0.0303,4.0,109.633,-5.877000000000002,grass green sky blue leave sweet illusion faith hope truth yeah leave sweet illusion faith hope truth pay rent bed walk normal prayer care breathing time time kiss convince time leave sweet illusion faith hope truth yeah leave sweet illusion faith hope truth pay rent bed walk normal prayer care breathing pay rent bed walk normal prayer care breathing
Electronic,how long,7h9m8wPCG1ApfiQO1iZ3Uq,0.0424,0.593,0.971,0.315,0.0162,9.0,1.0,0.154,0.0751,4.0,129.05200000000002,-3.898,satisfy forgive care stay juvenile agree hear sound sad song change mind define fall leave hear sound sad song lie forgive betray hear sound sad song
Dizmas,different,6fLbgr8sAN1jnCLleJFx0N,0.000346,0.407,0.871,0.5429999999999999,2.05e-06,1.0,1.0,0.305,0.0399,4.0,143.89700000000005,-3.35,reach break light lead step closer height close distance leave hold wound heal hope darkness shine bright lead step closer height yeah close distance leave hold life change heart fear hope dream close distance leave hold difference
Adema,open til midnight,45lcYwk7cpFQNiChhx7dOo,7.54e-05,0.433,0.946,0.139,0.00123,11.0,0.0,0.359,0.0856,4.0,99.943,-4.251,shelter rain sign midnight midnight day familiar familiar drink start night friendly conversation truthful runnin numb pain runnin runnin wake smoke cigarette stand doorway stand doorway love watch sleep hear secret remember father stay strong forget truthful runnin numb pain runnin runnin plan steer wrong decide belong belong truthful runnin numb pain runnin runnin truthful runnin runnin numb pain runnin runnin runaway seek follow runnin runaway seek follow
Crystal Gayle,cry me a river,5uQxizfjCQL0GLg7P0QuEW,0.848,0.629,0.128,0.284,2.34e-06,7.0,0.0,0.115,0.0347,4.0,72.71600000000002,-16.564,lonely night river river river untrue river river river drive drive head tear remember remember love plebeian love prove true river river river
Corrosion Of Conformity,king of the rotten,3hcc49mKVKKExEVIFo19YZ,0.00147,0.361,0.988,0.248,0.00171,7.0,1.0,0.343,0.199,4.0,161.233,-4.207,king rotten steal filth forget queen desperate land damn scold listen true trade chorus win angel beating amputate bleeding tear aeroplane chorus walk step stab kill pride fall unkind king rotten steal filth forget queen desperate land damn chorus
From Autumn To Ashes,long to go,3cd8XkozXWQTjV0WaZA1Xb,0.0139,0.539,0.7929999999999999,0.309,3.37e-06,4.0,1.0,0.122,0.0354,4.0,75.999,-5.803,note talk applaud valiant effort party complete debacle routine occupational hazard save spot album drop capri shop adjacent graham ideal guy guess risky decision write change study guide safety save spot album drop capri shop adjacent graham hard hard singe obligation feel heart rate accelerate accelerate save spot album drop capri shop adjacent graham
Doro,angel in the dark,50ytcL0gLktUKXNGqEFwYx,0.0488,0.384,0.73,0.229,0.00105,9.0,1.0,0.111,0.0382,4.0,176.785,-4.83,dread dark remind heart lonely night bring pain time insane talk emotion black blue bottle feel bad chorus yeah pray moon star bruise scar light day save heart angel dark darkness care warm night cold stir soul
Arch Enemy,dead eyes see no future - live at wacken 2016,0vcxLSPxV1WdOQ3S5wMl8k,0.000166,0.223,0.994,0.214,0.536,10.0,0.0,0.96,0.115,4.0,145.44299999999996,-3.29,blood doomsday machine fight ravaged land worthless gain march dead road lead christopher amott violent disorder feed mistrust forget fight worthless aim victory stinking despair dead eye future fall grace lead christopher amott battalion hate seek shelter bloodstained memory forgive twist fate time dead eye future fall grace lead melody michael amott dead eye future outro melody michael amot
Christophe Maé,"dingue, dingue, dingue - on trace la route le live",1czQXMRmjmk82U7wb8SUgs,0.5489999999999999,0.531,0.8370000000000001,0.305,0.0,1.0,1.0,0.916,0.133,4.0,106.211,-6.488,viens tour tãªte verras passe empãªche sourire allez viens sourd lã tãªte monde rame san mãªme voir lueur jour pendant arm prennent eau sombrent pleine mer cå urs bateaux perdent solitaire trace route regarde croise amour vie change route regarde croise mort misã viens tour tãªte verras passe empãªche dormir surtout dis rien bonjour bãªte faut changer enfin voir lueur jour pendant arm manquent eau dan traversã dã sert cå urs tombent devant oasis phã mã trace route regarde croise amour vie change route regarde croise mort misã trace route oublie parfois amour bien souvent bas chez change route savoir sait pourtant mort emportera voulais bien poser paule emmã nerais loin voyager sud nord pã trace route regarde croise amour vie change route regarde croise mort misã trace route oublie parfois amour bien souvent bas chez change route savoir sait pourtant mort emportera alor vis souris gens veulent bien prendre main alor vis souris gens veulent bien bout chemin alor vis souris gens veulent bien prendre main alor vis souris gens veulent bien bout chemin alor vis souris gens veulent bien prendre main alor vis souris gens veulent bien bout chemin alor vis souris gens veulent bien prendre main alor vis souris gens veulent bien bout chemin
Alien Ken,number,4e00GWND3f4nTDuow1o4zv,0.0017,0.565,0.894,0.257,0.000446,8.0,1.0,0.3720000000000001,0.0391,4.0,138.093,-5.876,red crime familiar hand life throw action hope life dead monster bed troubled mind embitter foundation shatter night day sun time pay day time deny smile tear day deny lie sweep truth people hide live life fright memory lose hate sad lonely fate troubled mind embitter foundation shatter night day sun time pay day time deny smile tear day deny reason reason control control night day sun time pay day time deny smile tear day deny
CeCe Peniston,searchin' - silk's fusion mix,02jaNP8TlN6IpZonUZ0Kru,0.000176,0.865,0.509,0.473,0.77,1.0,1.0,0.0618,0.103,4.0,122.048,-14.918,searchin lookin lookin love chorus searchin searchin love searchin wan mind true love hard chorus win searchin prayin workin playin love chorus vamp wan baby wan wan baby wan
Dido,love to blame,4RxH6YfrxcVV0ma6yryYGz,0.17600000000000002,0.701,0.6990000000000001,0.855,0.0,2.0,1.0,0.0643,0.136,4.0,164.99900000000005,-8.267000000000001,helen troy girl care head change love lose key bird fly south venture gain love blame blame dot cross time friend sense senseless live leave regret time dust cover sun hope undone venture gain love love blame love blame love blame love blame love blame love blame love blame love blame dust cover sun hope undone venture gain love love blame love blame dust cover sun hope undone venture gain love love blame love blame love blame love blame love blame love blame love blame love blame
Demonaz,march of the norse,5rRybQeUvGyeBLwLYU2W1j,1.5e-05,0.366,0.852,0.087,0.00285,0.0,1.0,0.15,0.0722,4.0,83.43299999999998,-5.093,dethroned ice rise mountain stand forest pride choose oppose damn fight iron behold power rise march norse march norse restless vengeance arm bear conquer bear nordlight winter ice warrior death eye darkness rage time northern mind darkness rage time northern mind march norse march norse iron behold power rise march norse march norse march norse march norse
Cake,thrills,7iaB96rfJ7u2Gjy7WwsZch,0.119,0.672,0.687,0.937,0.0881,11.0,0.0,0.309,0.0481,4.0,92.994,-9.963,bear life vanity merry stand saddle bear life vanity thrill enjoy pleasure teenager thrill book color satisfy bear life vanity understand loud wigglin wobblin satisfied disc jockey hear tune bear life vanity understand loud wigglin wobblin satisfied disc jockey hear tune hear tune bear life vanity
Amerie,the flowers,4SGZN1HJTA9TXqGPplpRnZ,0.259,0.599,0.652,0.237,0.0,4.0,0.0,0.0761,0.0497,4.0,77.98899999999998,-5.974,memory hard hard bout love leave deep fault pride lose mind tryna rewind love flower smell hold hour late late late press rewind time flower smell baby hard promise love spend time answer question mind baby feel love real grant love flower smell hold hour late late late press rewind time flower smell hurt yea hurt stay explain change remain late late love flower smell hold hour late late late press rewind time flower smell hey hey hey hey flower smell hold hour late late late press rewind time late flower smell mhnn
"""Cats"" 1983 Broadway Cast",grizabella: the glamour cat / memory - medley,3OnM36o2sN9MCRqsR6vjh8,0.927,0.224,0.101,0.0501,0.0027,5.0,1.0,0.0975,0.0375,4.0,75.218,-13.041,midnight sound pavement moon lose memory smile lamplight withered leave collect foot wind moan memory moonlight smile day beautiful remember time happiness memory live street lamp beat fatalistic warning mutter street lamp gutter morning daylight wait sunrise life dawn tonight memory day burn smoky day stale cold smell morning street lamp night day dawn touch easy leave memory day sun touch understand happiness day
