id,title,song_count,slug
726,Basis,3,basis
727,"Bass Fontella",1,bass-fontella
728,"Bassey Shirley",3,bassey-shirley
729,"Bata Ilic",1,bata-ilic
730,"Bata Illic",15,bata-illic
731,Bates,21,bates
732,"Bates Katherine Lee",1,bates-katherine-lee
733,Bathory,75,bathory
734,"Batt Mike",4,batt-mike
735,"Battiato Franco",138,battiato-franco
736,"Battisti Lucio",3,battisti-lucio
737,Bauhaus,4,bauhaus
738,"Baumann Peter",9,baumann-peter
739,"Bauuml;rger Lars Dietrich",3,bauuml-rger-lars-dietrich
740,"Bavaria Quartett",1,bavaria-quartett
741,"Bay Laurel",9,bay-laurel
742,"Baz Luhrmann",3,baz-luhrmann
743,"Bazar Matia",1,bazar-matia
744,"Bb King",1,bb-king
745,Bbmak,16,bbmak
746,"Bc 52s",1,bc-52s
747,Bdp,1,bdp
748,"Beach Boys",101,beach-boys
749,"Beadell Elly",1,beadell-elly
750,"Beagle Music Ltd.",1,beagle-music-ltd
751,Beam,8,beam
753,"Beart Guy",5,beart-guy
754,"Beastie Boys",54,beastie-boys
755,"Beasty Boys",1,beasty-boys
756,Beat,1,beat
757,"Beat The Clock",1,beat-the-clock
758,Beate,1,beate
760,"Beau Dommage",7,beau-dommage
761,Beaudommage,1,beaudommage
762,"Beautiful South",56,beautiful-south
763,"Beautiful South The",2,beautiful-south-the
764,"Beavis And Butthead",1,beavis-and-butthead
765,Beblauuml;mt,2,beblauuml-mt
766,"Becaud Gilbert",3,becaud-gilbert
767,Beck,52,beck
768,"Beck Jeff",2,beck-jeff
769,"Beck Robin",1,beck-robin
770,"Beckmann And Brauuml;hne",1,beckmann-and-brauuml-hne
771,"Beckmann And Mackeben",1,beckmann-and-mackeben
772,"Bed And Breakfast",21,bed-and-breakfast
773,"Beda And Neubach",1,beda-and-neubach
774,"Bedard Dominique",1,bedard-dominique
775,"Bee Gees",98,bee-gees
776,Beegees,3,beegees
777,"Beenie Man",2,beenie-man
778,Beethoven,1,beethoven
779,"Before Dark",1,before-dark
780,"Behan Monica",2,behan-monica
781,Behemoth,22,behemoth
782,Beherit,3,beherit
783,"Bekker Hennie",1,bekker-hennie
784,"Bel Biv Demoe",2,bel-biv-demoe
785,"Bel Canto",14,bel-canto
786,"Belanger Daniel",23,belanger-daniel
787,"Belen Ana",10,belen-ana
788,"Believable Picnic",1,believable-picnic
789,"Belinda Carlisle",5,belinda-carlisle
790,"Bell Book And Candle",8,bell-book-and-candle
791,"Bell Chris",14,bell-chris
792,"Bell, Book And Candle",3,bell-book-and-candle-2
793,"Bellamy Brothers",9,bellamy-brothers
794,"Belle & Sebastian",49,belle-sebastian
795,"Belle And Sebastian",11,belle-and-sebastian
796,"Belle Epocque",1,belle-epocque
797,"Belle Epoque",2,belle-epoque
798,Belly,19,belly
799,Beloved,9,beloved
800,Belphegor,12,belphegor
801,"Ben E. King",1,ben-e-king
802,"Ben Folds",13,ben-folds
803,"Ben Folds Five",66,ben-folds-five
804,"Ben Harper",50,ben-harper
805,"Ben Kweller",1,ben-kweller
806,"Benatar Pat",10,benatar-pat
807,Bendik,10,bendik
808,Benediction,59,benediction
809,Benett,11,benett
810,"Benjamin Boyce",1,benjamin-boyce
811,Bennet,1,bennet
812,"Bennett And Gaze",1,bennett-and-gaze
813,"Bennett Gary",1,bennett-gary
814,"Bennett Tony",6,bennett-tony
815,Benny,7,benny
816,"Benson George",4,benson-george
817,"Bentley Stephanie",2,bentley-stephanie
818,"Benton Brook",4,benton-brook
819,"Berg Matraca",8,berg-matraca
820,"Berger Michel",17,berger-michel
821,Berlin,2,berlin
822,"Berman Jacqueline",1,berman-jacqueline
823,"Bern Dan",11,bern-dan
824,"Bernard Crystal",7,bernard-crystal
825,"Bernd Apitz",1,bernd-apitz
826,"Bernd Clauuml;ver",13,bernd-clauuml-ver
827,"Bernd Simon",1,bernd-simon
828,"Bernd Spier",3,bernd-spier
829,"Bernd Stelter",1,bernd-stelter
830,"Bernhard Brink",15,bernhard-brink
831,"Bernhard Mantei",1,bernhard-mantei
832,"Bernie Paul",6,bernie-paul
833,"Berry Chuck",1,berry-chuck
834,"Berry John",8,berry-john
835,"Bersani Samuele",2,bersani-samuele
836,"Bert Brecht",1,bert-brecht
837,"Bert Lown",1,bert-lown
838,"Bert Russel, Wes Farrell",1,bert-russel-wes-farrell
839,"Bert Russell And Wes Farrell",1,bert-russell-and-wes-farrell
840,"Berte Loredana",1,berte-loredana
841,"Bertoli Pierangelo",1,bertoli-pierangelo
842,"Bertolt Brecht",1,bertolt-brecht
843,"Berurier Noir",35,berurier-noir
844,Beseech,10,beseech
845,"Best Brains Productions",1,best-brains-productions
846,Besti&#225;k,2,besti-225-k
847,"Beth Nielsen-chapman",1,beth-nielsen-chapman
848,"Bethania Maria",12,bethania-maria
849,Bethlehem,35,bethlehem
850,Bethzaida,23,bethzaida
851,"Betray My Secrets",9,betray-my-secrets
852,Betrayal,9,betrayal
853,"Bette Midler",163,bette-midler
854,"Better Than Ezra",51,better-than-ezra
855,"Bettina Wegner",2,bettina-wegner
856,"Beverley Craven",1,beverley-craven
857,"Beverley Knight",23,beverley-knight
858,Bewitched,2,bewitched
859,Bianca,1,bianca
860,"Bianca Schomburg",1,bianca-schomburg
861,"Bianco Bonnie",5,bianco-bonnie
862,"Bianco Matt",1,bianco-matt
863,"Bibb Eric",1,bibb-eric
864,"Bibi Johns",3,bibi-johns
865,"Bibi Johns And Die Starlets",2,bibi-johns-and-die-starlets
866,"Bibi Johns And Paul Kuhn",1,bibi-johns-and-paul-kuhn
867,Bif,2,bif
868,"Bif Naked",33,bif-naked
869,"Big Bad Benjo",3,big-bad-benjo
870,"Big Bad Vodoo Daddy",7,big-bad-vodoo-daddy
871,"Big Bad Voodoo Daddy",13,big-bad-voodoo-daddy
872,"Big Bird",1,big-bird
873,"Big Black",42,big-black
874,"Big Bopper",1,big-bopper
875,"Big Brother",1,big-brother
876,"Big Brother Wg",1,big-brother-wg
877,"Big Brovaz",2,big-brovaz
878,"Big Country",25,big-country
879,"Big Drill Car",3,big-drill-car
881,"Big Head Todd And The Monsters",33,big-head-todd-and-the-monsters
882,"Big Mountain",3,big-mountain
884,"Big Runga",1,big-runga
885,"Big Soul",1,big-soul
886,"Big Star",44,big-star
887,"Big Tent Revival",12,big-tent-revival
888,"Big Tymers",17,big-tymers
889,"Big Umbrella",9,big-umbrella
890,"Bigod 20",4,bigod-20
891,"Bigras Dan",1,bigras-dan
892,"Bijelo Dugme",52,bijelo-dugme
893,"Bikel Theo",1,bikel-theo
894,"Bikini Kill",30,bikini-kill
895,Bile,5,bile
896,Bilgeri,4,bilgeri
897,"Bill Batstone And Tom Coomes",1,bill-batstone-and-tom-coomes
898,"Bill Gaither And The Gaither Vocal Band",2,bill-gaither-and-the-gaither-vocal-band
899,"Bill Haley",3,bill-haley
900,"Bill Medley",2,bill-medley
901,"Bill Ramsey",3,bill-ramsey
902,"Bill Tithers",1,bill-tithers
903,"Bill Withers",4,bill-withers
904,"Bill Wyman",1,bill-wyman
905,Billie,9,billie
906,"Billie Holiday",51,billie-holiday
907,"Billie Myers",1,billie-myers
908,"Billy Bragg",18,billy-bragg
909,"Billy Gilman",37,billy-gilman
911,"Billy Hill",1,billy-hill
912,"Billy Idol",64,billy-idol
913,"Billy Jo Spears",1,billy-jo-spears
914,"Billy Joel",74,billy-joel
915,"Billy Ocean",12,billy-ocean
916,"Billy Ray Cirrus",1,billy-ray-cirrus
917,"Billy Ray Cyrus",2,billy-ray-cyrus
918,"Billy Sanders",1,billy-sanders
919,"Billy Sawn",2,billy-sawn
920,"Billy Sawn And Kriss Kristofferson",1,billy-sawn-and-kriss-kristofferson
921,"Billy Squier",4,billy-squier
922,"Billy Ze Kick Et Les Gamins En Folies",1,billy-ze-kick-et-les-gamins-en-folies
923,"Binary Test Record",1,binary-test-record
924,"Bing Crosby",2,bing-crosby
925,Bino,1,bino
926,Binocular,12,binocular
927,Biohazard,31,biohazard
928,Biplan,1,biplan
929,"Biqu&#237;ni Cavadao",2,biqu-237-ni-cavadao
930,Birdbrain,1,birdbrain
931,"Birkin Jane",1,birkin-jane
932,"Bishop Elvin",1,bishop-elvin
933,"Bishop Of Hexen",7,bishop-of-hexen
934,"Bishop Stephen",2,bishop-stephen
935,"Bittner Andreas",1,bittner-andreas
936,Bizmarkie,1,bizmarkie
937,"Bizzy Bone",2,bizzy-bone
938,Bjaouml;rk,8,bjaouml-rk
939,Bjelleklang,11,bjelleklang
940,Bjork,51,bjork
941,Black,42,black
942,"Black Box",2,black-box
943,"Black Boy",1,black-boy
944,"Black Clint",4,black-clint
945,"Black Crowes",52,black-crowes
946,"Black Eyed Peas",23,black-eyed-peas
947,"Black Faouml;aouml;s",2,black-faouml-aouml-s
948,"Black Flag",3,black-flag
949,"Black Frank",33,black-frank
950,"Black Happy",2,black-happy
951,"Black Hills Country Band",12,black-hills-country-band
952,"Black Ingvars",1,black-ingvars
953,"Black Lab",13,black-lab
954,"Black Market Farts",4,black-market-farts
955,"Black Mary",4,black-mary
956,"Black Men United",1,black-men-united
957,"Black Project",7,black-project
958,"Black Rob",1,black-rob
959,"Black Sabbath",181,black-sabbath
960,"Black Train Jack",18,black-train-jack
961,"Blackburn Fiona",15,blackburn-fiona
962,Blackfoot,9,blackfoot
963,"Blackfoot Sue",1,blackfoot-sue
964,Blackhawk,18,blackhawk
965,Blackjack,8,blackjack
966,"Blackmores Night",22,blackmores-night
967,Blackout,3,blackout
968,"Blackout All-stars",1,blackout-all-stars
969,Blackstar,10,blackstar
970,Blackstreet,7,blackstreet
971,"Blackstreet (feat Dr.dre, Queen Pen)",1,blackstreet-feat-dr-dre-queen-pen
972,"Blackstreet And Dr. Dre",1,blackstreet-and-dr-dre
973,"Blackstreet Feat. Mya, Mase, Blinky Bill",1,blackstreet-feat-mya-mase-blinky-bill
974,Blade,8,blade
975,Blah,1,blah
976,"Blake Babies",21,blake-babies
977,"Blake Shelton",1,blake-shelton
978,Blancmang,3,blancmang
979,"Blandauml;ck Faouml;aouml;s",2,blandauml-ck-faouml-aouml-s
980,"Blando Deborah",5,blando-deborah
981,Blaque,1,blaque
982,Blasphemous,1,blasphemous
983,Blasphemy,6,blasphemy
984,"Blaulicht 112",1,blaulicht-112
985,Blauuml;mchen,36,blauuml-mchen
986,"Blauuml;mchen Feat. Yta Farrow",1,blauuml-mchen-feat-yta-farrow
987,Bleach,1,bleach
988,Bleak,8,bleak
989,Blenders,2,blenders
990,"Blessed Union Of Souls",1,blessed-union-of-souls
991,"Blessid Union of Souls",58,blessid-union-of-souls
992,Blf,1,blf
993,"Blige Mary J",1,blige-mary-j-2
994,"Blige Mary J.",3,blige-mary-j
995,"Blind Date",1,blind-date
996,"Blind Ernie",1,blind-ernie
997,"Blind Faith",7,blind-faith
998,"Blind Guardian",76,blind-guardian
999,"Blind Melon",12,blind-melon
1000,"Blindmans Holiday",4,blindmans-holiday
1001,Blindside,12,blindside
1002,"Blink 182",93,blink-182-2
1003,Blink-182,51,blink-182
1004,Bliss,1,bliss
1005,Blitzkrieg,1,blitzkrieg
1006,Blof,2,blof
1007,Blondie,21,blondie
1008,Blood,34,blood
1009,"Blood Brothers",2,blood-brothers
1010,"Blood Duster",11,blood-duster
1011,"Blood, Sweat And Tears",2,blood-sweat-and-tears
1012,"Bloodhoud Gang",1,bloodhoud-gang
1013,"Bloodhound Gang",53,bloodhound-gang
1014,Bloodlet,1,bloodlet
1015,Bloodshed,3,bloodshed
1016,Bloodthorn,6,bloodthorn
1017,"Bloom On",5,bloom-on
1018,"Blossom (blauuml;mchen)",21,blossom-blauuml-mchen
1019,"Blouin Johanne",10,blouin-johanne
1020,Blowfish,1,blowfish
1021,"Blu Cantrell",13,blu-cantrell
1022,Blue,26,blue
1023,"Blue Angel",12,blue-angel
1024,"Blue Boy",1,blue-boy
1025,"Blue Diamonds",2,blue-diamonds
1026,"Blue Highway",2,blue-highway
1027,"Blue Jays",11,blue-jays
1028,"Blue Mink",2,blue-mink
1029,"Blue Moons",1,blue-moons
1030,"Blue Nile",1,blue-nile
1031,"Blue Oyster Cult",60,blue-oyster-cult
1032,"Blue Rodeo",18,blue-rodeo
1033,"Blue Swede",1,blue-swede
1034,"Blue System",5,blue-system
1035,Bluemchen,22,bluemchen
1036,"Blues Brothers",18,blues-brothers
1037,"Blues Traveler",18,blues-traveler
1038,"Blumenfeld Hugh",12,blumenfeld-hugh
1039,Blumentopf,15,blumentopf
1040,Blumfeld,21,blumfeld
1041,Blur,142,blur
1042,"Blut Aus Nord",4,blut-aus-nord
1043,Blvd,1,blvd
1044,Bo,1,bo
1045,"Bo Anderson",1,bo-anderson
1046,"Bo Diddley",1,bo-diddley
1047,Bob,1,bob
1048,"Bob Carlisle",1,bob-carlisle
1049,"Bob Dylan",415,bob-dylan
1050,"Bob Dylan   Guns N Roses",1,bob-dylan-guns-n-roses
1051,"Bob Dylan And Guns Nroses",1,bob-dylan-and-guns-nroses
1052,"Bob Geldof",2,bob-geldof
1053,"Bob Hund",3,bob-hund
1054,"Bob Lapoire Car",1,bob-lapoire-car
1055,"Bob Marley",109,bob-marley
1056,"Bob Martin",2,bob-martin
1057,"Bob Mcdill",2,bob-mcdill
1058,"Bob Rivers Comedy Corp",3,bob-rivers-comedy-corp
1059,"Bob Seger",52,bob-seger
1060,"Bobbie Singer",1,bobbie-singer
1061,"Bobby Boris Pickett",1,bobby-boris-pickett
1062,"Bobby Fuller Four",1,bobby-fuller-four
1063,"Bobby Goldsboro",1,bobby-goldsboro
1064,"Bobby Mc Ferrin",1,bobby-mc-ferrin
1065,"Bobby Mcferrin",2,bobby-mcferrin
1066,"Bobby Socks",1,bobby-socks
1067,"Bobby Solo",1,bobby-solo
1068,"Bobby Vinton",1,bobby-vinton
1069,"Bobo In White Wooden Houses",20,bobo-in-white-wooden-houses
1070,Bobs,26,bobs
1071,Boc,1,boc
1072,Bodeans,6,bodeans
1073,"Body Count",4,body-count
1075,Bodyjar,19,bodyjar
1076,"Boehse Onkelz",138,boehse-onkelz
1077,"Boeijen Frank",70,boeijen-frank
1078,Boekan,1,boekan
1079,"Boel Hanne",1,boel-hanne
1080,"Bofill Angela",2,bofill-angela
1081,Bogart,1,bogart
1082,"Bogguss Suzy",5,bogguss-suzy
1083,"Bogle Eric",3,bogle-eric
1084,"Bohemia Suburbana",2,bohemia-suburbana
1085,"Boiled In Lead",17,boiled-in-lead
1086,"Bolland And Bolland",1,bolland-and-bolland
1087,"Bolt Thrower",58,bolt-thrower
1088,"Bolton Michael",7,bolton-michael
1089,"Boltz Ray",5,boltz-ray
1090,"Bomben Auf Monte Carlo",1,bomben-auf-monte-carlo
1091,"Bon Jovi",201,bon-jovi
1092,"Bon Jovi Jon",1,bon-jovi-jon
1093,"Bon With Daniel Lanois",1,bon-with-daniel-lanois
1094,"Bone Alex",1,bone-alex
1095,"Bone Thugs-n-harmony",4,bone-thugs-n-harmony
1096,"Boney M",47,boney-m-2
1097,"Boney M.",51,boney-m
1098,"Boney Nem",8,boney-nem
1099,"Bonham Tracy",10,bonham-tracy
1100,"Bonnie Bianco",4,bonnie-bianco
1101,"Bonnie Bianco And Pierre Cosso",1,bonnie-bianco-and-pierre-cosso
1102,"Bonnie Raitt",4,bonnie-raitt
1103,"Bonnie Tyler",20,bonnie-tyler
1104,"Bonnie Tyler And Mike Oldfield",1,bonnie-tyler-and-mike-oldfield
1105,"Bonny Tyler",1,bonny-tyler
1106,Bono,3,bono
1107,"Bonzo Dog Doo Dah Band",1,bonzo-dog-doo-dah-band
1108,"Boo Radleys",1,boo-radleys
1109,"Boogie Down Productions",3,boogie-down-productions
1110,"Book Of Love",15,book-of-love
1111,"Booker Newbarry Iii",1,booker-newbarry-iii
1112,"Boomtown Rats",2,boomtown-rats
1113,"Boomy (noch Unbekannt!!!)",1,boomy-noch-unbekannt
1114,"Boomy (unbekannt!!!)",1,boomy-unbekannt
1115,"Boone Daniel",1,boone-daniel
1116,"Boone Pat",1,boone-pat
1117,Boot,2,boot
1118,"Boris Gardiner",1,boris-gardiner
1119,"Borja John",1,borja-john
1120,Borknagar,16,borknagar
1121,"Born Against",23,born-against
1122,Borrowers,9,borrowers
1123,"Borsato Marco",8,borsato-marco
1124,Bosson,2,bosson
1125,Boston,36,boston
1126,"Botho Luckas Chor",1,botho-luckas-chor
1127,Bots,2,bots
1128,"Bottle Rocket",8,bottle-rocket
1129,"Bottomley John",10,bottomley-john
1130,"Boudewijn De Groot",4,boudewijn-de-groot
1131,Boulevard,1,boulevard
1132,"Bounty Killer",1,bounty-killer
1133,"Bourbon Gautier",1,bourbon-gautier
1134,"Bow Wow Wow",11,bow-wow-wow
1135,"Bowie David",70,bowie-david
1136,"Bowling for Soup",2,bowling-for-soup
1137,"Box Car Racer",11,box-car-racer
1138,"Box Tops",4,box-tops
1139,Boy,5,boy
1140,"Boy George",15,boy-george
1141,"Boy Hits Car",6,boy-hits-car
1142,"Boy Kicks Girl",11,boy-kicks-girl
1143,"Boy Meets Girl",2,boy-meets-girl
1144,"Boyd Jim",8,boyd-jim
1145,"Boys Dont Cry",1,boys-dont-cry
1146,"Boys Town Gang",2,boys-town-gang
1147,Boysband,1,boysband
1148,Boytronic,2,boytronic
1149,Boyz,5,boyz
1150,"Boyz ii Men",98,boyz-ii-men
1151,"Boyz Ii Men (featuring Chante Moore)",1,boyz-ii-men-featuring-chante-moore
1152,Boyzone,59,boyzone
1153,"Boz Scaggs",1,boz-scaggs
1154,"Bozzio Dale",3,bozzio-dale
1155,Bpm,4,bpm
1156,Br5-49,3,br5-49
1157,Bracket,1,bracket
1158,"Brad Paisley",5,brad-paisley
1159,"Bradley Michael",6,bradley-michael
1160,"Bradtke And Alisch",1,bradtke-and-alisch
1161,"Bradtke And Cleber",1,bradtke-and-cleber
1162,"Bradtke And Dobschinski",2,bradtke-and-dobschinski
1163,"Bradtke And Halletz",2,bradtke-and-halletz
1164,"Bradtke And Mure",1,bradtke-and-mure
1165,"Bradtke And Schulz-reichel",1,bradtke-and-schulz-reichel
1166,"Bradtke And Simon",1,bradtke-and-simon
1167,"Brady Paul",3,brady-paul
1168,"Bragg Billy",31,bragg-billy
1169,Braindead,1,braindead
1170,Brainers,9,brainers
1171,Brainpool,12,brainpool
1172,"Bran Van 3000",3,bran-van-3000
1173,"Brand New Heavies",7,brand-new-heavies
1174,"Brand Oscar",1,brand-oscar
1175,"Brandmeier Jonathon",11,brandmeier-jonathon
1176,"Brandt Paul",14,brandt-paul
1177,"Branduardi Angelo",47,branduardi-angelo
1178,Brandy,43,brandy
1179,"Brandy And Monica",1,brandy-and-monica
1180,"Brandy Feat. Tamia, Gladys Knight And Chaka Khan",1,brandy-feat-tamia-gladys-knight-and-chaka-khan
1181,"Brandy, Tamia, Glady&#180;s Knight And Chaka Khan",1,brandy-tamia-glady-180-s-knight-and-chaka-khan
1182,"Branigan Laura",22,branigan-laura
1183,"Brant Mike",1,brant-mike
1184,Brasil,1,brasil
1185,"Bravo All Stars",1,bravo-all-stars
1186,Bravos,2,bravos
1187,"Braxton Toni",3,braxton-toni
1188,Braxtons,7,braxtons
1189,Bread,55,bread
1190,"Bread And Juice",10,bread-and-juice
1191,"Breaking My Heart",1,breaking-my-heart
1192,Breakout,1,breakout
1193,Breathe,5,breathe
1194,"Breckman Andy",1,breckman-andy
1195,Breeders,12,breeders
1196,Breeze,1,breeze
1197,"Bregenzerwandauml;lder Dorfmusik",1,bregenzerwandauml-lder-dorfmusik
1198,"Breiten And Jussenhofen",1,breiten-and-jussenhofen
1199,"Breiten And Komp",1,breiten-and-komp
1200,"Brel Jacques",2,brel-jacques
1201,"Brian Adams",3,brian-adams
1202,"Brian Kirk And The Jirks",7,brian-kirk-and-the-jirks
1203,"Brian May",27,brian-may
1204,"Brian Mcknight",62,brian-mcknight
1205,"Brian Setzer Orchester",1,brian-setzer-orchester
1206,"Brian Setzer Orchestra",19,brian-setzer-orchestra
1207,"Brian Wilson",1,brian-wilson
1208,Brick,2,brick
1209,"Brickell Edie And New Bohemians",20,brickell-edie-and-new-bohemians
1210,"Brickman Jim",3,brickman-jim
1211,Bride,7,bride
1212,"Brightman Sarah",16,brightman-sarah
1213,"Brightman, Sarah",1,brightman-sarah-2
1214,"Brincando De Deus",2,brincando-de-deus
1215,"Brisport Trevor",1,brisport-trevor
1216,"Britney Spears",75,britney-spears
1217,"Broadway Actors",1,broadway-actors
1218,Broadways,1,broadways
1219,Brodys,1,brodys
1220,"Broery Pesolima",1,broery-pesolima
1221,"Broken Hope",18,broken-hope
1222,"Brokop Lisa",7,brokop-lisa
1223,"Bromell Peter",1,bromell-peter
1224,"Bronski Beat",9,bronski-beat
1225,"Brooke Allison",1,brooke-allison
1226,"Brooke Jonatha",12,brooke-jonatha
1227,"Brooklyn Bridge",3,brooklyn-bridge
1228,"Brooks & Dunn",51,brooks-dunn
1229,"Brooks And Dunn",2,brooks-and-dunn
1230,"Brooks Garth",19,brooks-garth
1231,"Brooks Meredith",12,brooks-meredith
1232,"Brooks Shelton",1,brooks-shelton
1233,"Broonzy Big Bill",1,broonzy-big-bill
1234,Bros,6,bros
1235,"Brother Alaska",4,brother-alaska
1236,"Brother Beyond",1,brother-beyond
1237,"Brother Cain",1,brother-cain
1238,"Brother Cane",10,brother-cane
1239,"Brother Phelps",1,brother-phelps
1240,"Brotherhood Of Man",1,brotherhood-of-man
1241,Brothers,1,brothers
1242,"Brothershood Of Man",6,brothershood-of-man
1243,"Broussard Trina",1,broussard-trina
1244,"Brown Bobby",1,brown-bobby
1245,"Brown Carlinhos",1,brown-carlinhos
1246,"Brown Errol",1,brown-errol
1247,"Brown Foxy",3,brown-foxy
1248,"Brown Ian",5,brown-ian
1249,"Brown James",2,brown-james
1250,"Brown Jennifer",11,brown-jennifer
1251,"Brown Joanna Lynn",1,brown-joanna-lynn
1252,"Brown Jocelyn",1,brown-jocelyn
1253,"Brown Julie",3,brown-julie
1254,"Brown Junior",1,brown-junior
1255,"Brown Lew",1,brown-lew
1256,"Brown Sam",28,brown-sam
1257,"Browne Jackson",38,browne-jackson
1258,Brownstone,2,brownstone
1259,"Bruce And Bongo",3,bruce-and-bongo
1260,"Bruce Bornsby",2,bruce-bornsby
1261,"Bruce Bornsby And The Range",4,bruce-bornsby-and-the-range
1262,"Bruce Channel",1,bruce-channel
1263,"Bruce Channel (dirty Dancing Soundtrack)",1,bruce-channel-dirty-dancing-soundtrack
1264,"Bruce Dickinson",37,bruce-dickinson
1265,"Bruce Hornesby",1,bruce-hornesby
1266,"Bruce Hornsby",1,bruce-hornsby
1267,"Bruce Low",7,bruce-low
1268,"Bruce Springsteen",78,bruce-springsteen
1269,"Bruda Sven",2,bruda-sven
1270,"Bruel Patrick",1,bruel-patrick
1271,Brujeria,13,brujeria
1272,"Brumby Monique",1,brumby-monique
1273,"Brunner And Brunner",19,brunner-and-brunner
1274,"Brutal Truth",21,brutal-truth
1275,Brutality,15,brutality
1277,"Bryan Ferry",7,bryan-ferry
1278,"Bryan White",1,bryan-white
1279,"Bryant Richard",16,bryant-richard
1280,"Bryson Peabo",3,bryson-peabo
1281,B-side,3,b-side
1282,Bt,2,bt
1283,"Bubba Sparxxx",15,bubba-sparxxx
1284,"Bucci Antonella",22,bucci-antonella
1285,"Buck Fizz",4,buck-fizz
1286,Buck-0-nine,11,buck-0-nine
1287,Buckcherry,4,buckcherry
1288,"Buckingham Lindsey",2,buckingham-lindsey
1289,"Buckingham Nicks",1,buckingham-nicks
1290,Buckinghams,3,buckinghams
1291,"Bucklew Wendy",9,bucklew-wendy
1292,"Buckley Jeff",1,buckley-jeff
1293,"Bucks Fizz",1,bucks-fizz
1294,"Buckshot Lefonque",7,buckshot-lefonque
1295,"Buddy Desylva",1,buddy-desylva
1296,"Buddy Holly",8,buddy-holly
1297,"Buddy Meredith",1,buddy-meredith
1298,Budgie,3,budgie
1299,"Buen Color",2,buen-color
1300,"Buffalo Springfield",13,buffalo-springfield
1301,"Buffalo Tom",23,buffalo-tom
1302,"Buffett Jimmy",6,buffett-jimmy
1303,Buffy,2,buffy
1304,Buggles,2,buggles
1305,"Built To Spill",2,built-to-spill
1306,Buitres,41,buitres
1307,"Bujelo Dugme",4,bujelo-dugme
1308,"Buju Banton",2,buju-banton
1309,Bullion,1,bullion
1310,"Bullock Geoff",2,bullock-geoff
1311,Bully,1,bully
1312,"Bully Buhlan",4,bully-buhlan
1313,Bunbury,12,bunbury
1314,Bundies,1,bundies
1315,"Buonocore Nino",10,buonocore-nino
1316,"Burl Ives",1,burl-ives
1317,"Burlap To Cashmere",9,burlap-to-cashmere
1318,"Burnett T-bone",1,burnett-t-bone
1319,"Burnette Billy",1,burnette-billy
1320,"Burns Robert",81,burns-robert
1321,"Burt Bacharach",3,burt-bacharach
